design_id,design_size,b_star_equiv,q05,q10,minimum,mean,cvar05,cvar10,val_failure_rate,test_failure_rate
101,3,0.293398533007335,0.3200006484985351,0.3398003578186035,0.2740001678466797,9.966480430589037,0.3071818568489768,0.3183856771684803,0.5047619047619047,0.5047619047619047
102,3,0.061124694376528114,0.899810791015625,24.200286865234375,0.70037841796875,383.92054270998483,0.7668994721912202,9.090367759146341,0.44761904761904764,0.4380952380952381
103,3,0.0,6.666666666666667,27.440185546875,6.333821614583334,357.9464251604524,6.550894474637681,12.82126946177909,0.35714285714285715,0.35873015873015873
104,3,0.12469437652811736,0.5072052001953126,2.3808646824048916,0.480010986328125,96.61589126760305,0.49676441010974703,1.131062917213804,0.4523809523809524,0.45714285714285713
105,3,0.0,6.666666666666667,30.2001953125,6.333821614583334,371.0028125915279,6.550894474637681,15.433471443117128,0.34285714285714286,0.33650793650793653
106,3,0.12469437652811736,0.235298100639792,2.3808646824048916,0.2176446073195513,105.93931291035338,0.2278092710729588,0.9746123837053452,0.4,0.4222222222222222
107,3,0.2762836185819071,0.279998779296875,0.29560089111328125,0.2039909362792968,13.980231231465607,0.2528199282559482,0.2690259421743998,0.5190476190476191,0.5206349206349207
108,3,0.12469437652811736,0.33840012550354004,2.3808646824048916,0.317000150680542,95.73934705570963,0.32833354813711985,1.0276961061127745,0.44761904761904764,0.44761904761904764
109,3,0.0,4.5001220703125,26.8597412109375,4.199981689453125,277.7215356057314,4.3617975144159224,11.434136367425687,0.37142857142857144,0.4031746031746032
110,3,0.3056234718826406,0.3952389671688988,0.6633746934973676,0.3714243570963542,10.784853855499703,0.3850948736534356,0.4706713770794301,0.4857142857142857,0.47619047619047616
111,3,0.061124694376528114,2.666341145833333,8.333333333333334,2.333984375,339.8566187134873,2.349795386904762,4.6282438529554275,0.4095238095238095,0.4444444444444444
112,3,0.061124694376528114,0.899810791015625,24.200286865234375,0.70037841796875,383.92054270998483,0.7668994721912202,9.090367759146341,0.44285714285714284,0.4380952380952381
113,3,0.0,20.800354003906254,26.000213623046875,13.999837239583334,366.308065848129,18.079504588293652,20.96036638532366,0.22380952380952382,0.20317460317460317
114,3,0.12469437652811736,0.1478244947350543,2.3808646824048916,0.1043568486752717,95.72727968485238,0.1300398634356472,0.9073167236587023,0.4238095238095238,0.4444444444444444
115,3,0.07823960880195599,1.100006103515625,3.339935302734375,0.999908447265625,95.921034311607,1.0348112686820652,1.817091034679878,0.44285714285714284,0.4666666666666667
116,3,0.0,4.33349609375,12.266438802083336,4.33349609375,363.0342322165343,4.33349609375,7.032659267022358,0.4714285714285714,0.4857142857142857
117,3,0.07823960880195599,1.100006103515625,3.339935302734375,0.999908447265625,115.99854507501067,1.0348112686820652,1.817091034679878,0.4238095238095238,0.4444444444444444
118,3,0.0,6.666666666666667,11.599934895833336,6.333821614583334,347.72785065518036,6.550894474637681,8.130200393800814,0.4666666666666667,0.44761904761904764
119,3,0.10268948655256724,0.235298100639792,2.9083341360092168,0.2176446073195513,196.89437906441034,0.2278092710729588,1.225968692750398,0.44285714285714284,0.45714285714285713
