design_id,n_channels,noise_scale,n_scenarios_common,B_star,B_star_support,B_dynamic,B_dynamic_support,differ
23,24,8.0,524,0.8161764705882353,408,1.0,8,True
24,24,8.0,524,0.6936274509803921,408,0.0,8,True
25,24,8.0,524,0.6936274509803921,408,1.0,8,True
26,24,8.0,524,0.6323529411764706,408,0.0,8,True
27,24,8.0,524,0.7549019607843137,408,1.0,8,True
28,24,8.0,524,0.6323529411764706,408,0.0,8,True
29,24,8.0,524,0.6323529411764706,408,0.0,8,True
30,24,8.0,524,0.6936274509803921,408,0.0,8,True
31,24,8.0,524,0.6936274509803921,408,1.0,8,True
32,24,8.0,524,0.7549019607843137,408,1.0,8,True
33,24,8.0,524,0.6936274509803921,408,0.0,8,True
34,24,8.0,524,0.7549019607843137,408,0.0,8,True
35,24,8.0,524,0.6323529411764706,408,0.0,8,True
36,24,8.0,524,0.6323529411764706,408,0.0,8,True
37,24,8.0,524,0.6936274509803921,408,1.0,8,True
38,24,8.0,524,0.6323529411764706,408,0.0,8,True
39,24,8.0,524,0.6936274509803921,408,0.0,8,True
40,16,8.0,524,0.6936274509803921,408,0.0,8,True
41,16,8.0,524,0.7549019607843137,408,0.0,8,True
42,16,8.0,524,0.7549019607843137,408,0.0,8,True
43,16,8.0,524,0.7549019607843137,408,1.0,8,True
44,16,8.0,524,0.7549019607843137,408,1.0,8,True
45,16,8.0,524,0.6936274509803921,408,1.0,8,True
46,16,8.0,524,0.6936274509803921,408,1.0,8,True
47,16,8.0,524,0.7549019607843137,408,1.0,8,True
48,16,8.0,524,0.7549019607843137,408,0.0,8,True
49,16,8.0,524,0.7549019607843137,408,1.0,8,True
50,16,8.0,524,0.7549019607843137,408,0.0,8,True
51,16,8.0,524,0.7549019607843137,408,1.0,8,True
52,16,8.0,524,0.6936274509803921,408,0.0,8,True
53,16,8.0,524,0.7549019607843137,408,0.0,8,True
54,16,8.0,524,0.7549019607843137,408,1.0,8,True
55,16,8.0,524,0.7549019607843137,408,1.0,8,True
56,16,8.0,524,0.8161764705882353,408,1.0,8,True
57,16,8.0,524,0.7549019607843137,408,1.0,8,True
58,16,8.0,524,0.8161764705882353,408,1.0,8,True
59,16,8.0,524,0.8161764705882353,408,1.0,8,True
60,10,8.0,524,0.7549019607843137,408,1.0,8,True
61,10,8.0,524,0.7549019607843137,408,1.0,8,True
62,10,8.0,524,0.7549019607843137,408,1.0,8,True
